0	0	0	19.653796
0	1	0	4.085211
0	2	0	21.360021
0	3	0	5.617988
0	4	0	3.005650
0	5	0	1.284801
0	6	0	2.131068
0	7	0	0.935675
0	8	0	0.700437
0	9	0	0.357332
0	10	0	0.209604
0	11	0	0.179961
0	12	0	0.202519
0	13	0	0.323274
0	14	0	0.366035
0	15	0	0.202588
0	16	0	0.155089
0	17	0	0.247543
0	18	0	0.345662
0	19	0	0.184582
0	20	0	0.206654
0	21	0	0.108691
0	22	0	0.093705
0	23	0	0.173748
0	24	0	0.151720
0	25	0	0.133391
0	26	0	0.107279
0	27	0	0.076736
0	28	0	0.154032
0	29	0	0.133743
1	0	0	6.240252
1	1	0	0.952012
1	2	0	2.368911
1	3	0	8.464367
1	4	0	2.951464
1	5	0	0.448825
1	6	0	0.415243
1	7	0	0.349215
1	8	0	0.363973
1	9	0	0.369416
1	10	0	0.395260
1	11	0	0.469890
1	12	0	0.492329
1	13	0	0.166259
1	14	0	0.340442
1	15	0	0.256035
1	16	0	0.142478
1	17	0	0.434105
1	18	0	0.013511
1	19	0	0.012870
1	20	0	0.390856
1	21	0	0.274030
1	22	0	0.304537
1	23	0	0.322683
2	0	0	4.711546
2	1	0	0.666327
2	2	0	5.555843
2	3	0	1.167003
2	4	0	0.692332
2	5	0	0.438049
2	6	0	0.467216
2	7	0	0.440202
2	8	0	0.056840
2	9	0	0.376800
2	10	0	0.291180
2	11	0	0.286232
2	12	0	0.312932
2	13	0	0.380841
2	14	0	0.376692
2	15	0	0.318605
2	16	0	0.268085
2	17	0	0.312176
2	18	0	0.324614
2	19	0	0.250314
2	20	0	0.173043
2	21	0	0.186701
2	22	0	0.192174
2	23	0	0.168050
2	24	0	0.149162
2	25	0	0.123196
2	26	0	0.104130
2	27	0	0.087338
2	28	0	0.165423
2	29	0	0.434496
3	0	0	1.971912
3	1	0	0.143843
3	2	0	3.218966
3	3	0	2.173741
3	4	0	0.585741
3	5	0	0.203587
3	6	0	0.398529
3	7	0	0.076149
3	8	0	0.479387
3	9	0	0.344898
3	10	0	0.303256
3	11	0	0.291876
3	12	0	0.351780
3	13	0	0.322776
3	14	0	0.280029
3	15	0	0.261391
3	16	0	0.238333
3	17	0	0.184993
3	18	0	0.287361
3	19	0	0.220219
3	20	0	0.157746
3	21	0	0.154864
3	22	0	0.176344
3	23	0	0.182569
3	24	0	0.188654
3	25	0	0.179102
3	26	0	0.185484
3	27	0	0.228415
3	28	0	0.182531
3	29	0	0.379721
4	0	0	2.559837
4	1	0	0.635237
4	2	0	0.708393
4	3	0	0.774704
4	4	0	1.139299
4	5	0	0.182388
4	6	0	0.000868
4	7	0	0.246507
4	8	0	0.319666
4	9	0	0.350544
4	10	0	0.420235
4	11	0	0.471054
4	12	0	0.444659
4	13	0	0.184320
4	14	0	0.042157
4	15	0	0.308527
4	16	0	0.289632
4	17	0	0.262678
4	18	0	0.232367
4	19	0	0.199741
4	20	0	0.272918
4	21	0	0.249614
4	22	0	0.256813
5	0	0	2.221643
5	1	0	0.483832
5	2	0	0.400686
5	3	0	0.366447
5	4	0	0.458683
5	5	0	0.119694
5	6	0	0.279041
5	7	0	0.361951
5	8	0	0.316843
5	9	0	0.274624
5	10	0	0.304291
5	11	0	0.317834
5	12	0	0.306966
5	13	0	0.136893
5	14	0	0.008317
5	15	0	0.352262
5	16	0	0.246899
5	17	0	0.218499
5	18	0	0.162376
5	19	0	0.191985
5	20	0	0.219719
5	21	0	0.192057
5	22	0	0.048096
6	0	0	2.880999
6	1	0	0.578141
6	2	0	0.554467
6	3	0	0.492364
6	4	0	0.522063
6	5	0	0.082570
6	6	0	0.335945
6	7	0	0.241193
6	8	0	0.266421
6	9	0	0.235095
6	10	0	0.137114
6	11	0	0.218221
6	12	0	0.307255
6	13	0	0.013933
6	14	0	0.275189
6	15	0	0.380942
6	16	0	0.242764
6	17	0	0.176688
6	18	0	0.190735
6	19	0	0.097686
6	20	0	0.240190
6	21	0	0.063090
6	22	0	0.017164
6	23	0	0.400125
7	0	0	1.614581
7	1	0	0.585464
7	2	0	0.344978
7	3	0	0.959613
7	4	0	0.554407
7	5	0	0.279846
7	6	0	0.233183
7	7	0	0.164251
7	8	0	0.183997
7	9	0	0.098056
7	10	0	0.363567
7	11	0	0.382632
7	12	0	0.321729
7	13	0	0.280944
7	14	0	0.108300
7	15	0	0.281714
7	16	0	0.179295
7	17	0	0.168459
7	18	0	0.144487
7	19	0	0.040697
7	20	0	0.025233
7	21	0	0.141614
7	22	0	0.446863
8	0	0	0.846102
8	1	0	0.443954
8	2	0	0.358425
8	3	0	0.447738
8	4	0	0.560681
8	5	0	0.269567
8	6	0	0.245120
8	7	0	0.206133
8	8	0	0.161538
